"regioncode","year","threshold","goal","headcount"
"EAP",2018,1.043964,0.1,0.1000802
"EAP",2018,1.356716,0.1,0.0996773
"EAP",2018,1.503078,0.1,0.09785376
"EAP",2018,1.553895,0.1,0.0998279
"EAP",2018,1.651392,0.1,0.1001346
"EAP",2018,1.827166,0.1,0.09934866
"EAP",2018,2.018432,0.1,0.0997257
"EAP",2018,2.346448,0.1,0.09999277
"EAP",2018,2.348514,0.1,0.09997748
"EAP",2018,2.534064,0.1,0.1000252
"EAP",2018,3.030201,0.1,0.09995849
"EAP",2018,3.118322,0.1,0.09940688
"EAP",2018,3.514937,0.1,0.09967538
"EAP",2018,3.667671,0.1,0.1
"EAP",2018,3.669487,0.1,0.09976151
"EAP",2018,3.727489,0.1,0.09990468
"EAP",2018,3.853162,0.1,0.09997381
"EAP",2018,4.144006,0.1,0.09998211
"EAP",2018,5.765136,0.1,0.1000579
"EAP",2018,5.873115,0.1,0.1
"EAP",2018,9.716698,0.1,0.1000015
"ECA",2018,1.777633,0.1,0.100082
"ECA",2018,2.626572,0.1,0.1002483
"ECA",2018,2.992147,0.1,0.09993744
"ECA",2018,3.139872,0.1,0.100021
"ECA",2018,3.142052,0.1,0.1
"ECA",2018,3.242031,0.1,0.09991786
"ECA",2018,3.506133,0.1,0.09984869
"ECA",2018,3.529343,0.1,0.1001182
"ECA",2018,3.976397,0.1,0.1001541
"ECA",2018,4.389818,0.1,0.1000406
"ECA",2018,4.685895,0.1,0.1002948
"ECA",2018,5.18931,0.1,0.09979907
"ECA",2018,5.8306,0.1,0.09999059
"ECA",2018,6.223586,0.1,0.1000023
"ECA",2018,6.344373,0.1,0.1000413
"ECA",2018,6.588379,0.1,0.1003735
"ECA",2018,7.071326,0.1,0.09996918
"ECA",2018,7.349923,0.1,0.09999671
"ECA",2018,8.830006,0.1,0.1000545
"ECA",2018,9.271121,0.1,0.1000418
"ECA",2018,9.895142,0.1,0.1001701
"ECA",2018,10.16622,0.1,0.1002738
"ECA",2018,10.54038,0.1,0.1000818
"ECA",2018,10.69501,0.1,0.09979831
"ECA",2018,11.37706,0.1,0.1000179
"ECA",2018,12.20973,0.1,0.1000524
"ECA",2018,12.89949,0.1,0.100035
"ECA",2018,15.3553,0.1,0.09996299
"ECA",2018,17.28891,0.1,0.100088
"ECA",2018,19.07771,0.1,0.1002071
"LAC",2018,0,0.1,0.1132014
"LAC",2018,1.181806,0.1,0.100048
"LAC",2018,1.288717,0.1,0.100081
"LAC",2018,1.495666,0.1,0.09961597
"LAC",2018,2.19867,0.1,0.1000508
"LAC",2018,2.922987,0.1,0.1
"LAC",2018,3.016489,0.1,0.1000133
"LAC",2018,3.028702,0.1,0.1001657
"LAC",2018,3.101985,0.1,0.1001467
"LAC",2018,3.202457,0.1,0.09994166
"LAC",2018,3.241311,0.1,0.1002942
"LAC",2018,3.268967,0.1,0.09990719
"LAC",2018,3.423545,0.1,0.09999761
"LAC",2018,3.480385,0.1,0.1000035
"LAC",2018,3.504338,0.1,0.1000254
"LAC",2018,3.804133,0.1,0.1000049
"LAC",2018,4.272178,0.1,0.1000442
"LAC",2018,4.724673,0.1,0.0999966
"LAC",2018,4.807581,0.1,0.1000266
"LAC",2018,4.961004,0.1,0.1000137
"LAC",2018,5.172617,0.1,0.09999585
"LAC",2018,6.71734,0.1,0.1
"LAC",2018,7.866946,0.1,0.1000145
"LAC",2018,8.188945,0.1,0.0999931
"MNA",2018,0.9224915,0.1,0.1002192
"MNA",2018,1.068898,0.1,0.0999908
"MNA",2018,1.537423,0.1,0.1003489
"MNA",2018,2.342722,0.1,0.1000116
"MNA",2018,2.943516,0.1,0.09999283
"MNA",2018,3.858325,0.1,0.1000494
"MNA",2018,4.078482,0.1,0.100221
"MNA",2018,4.288592,0.1,0.1000524
"MNA",2018,4.463242,0.1,0.1
"MNA",2018,4.630559,0.1,0.100012
"MNA",2018,4.673976,0.1,0.1000198
"MNA",2018,10.08598,0.1,0.1002496
"OHI",2018,7.916924,0.1,0.1000069
"OHI",2018,9.816141,0.1,0.09998158
"OHI",2018,11.46535,0.1,0.1000015
"OHI",2018,13.04738,0.1,0.09996151
"OHI",2018,14.21541,0.1,0.1000131
"OHI",2018,16.90076,0.1,0.0999049
"OHI",2018,18.94478,0.1,0.09997467
"OHI",2018,19.05436,0.1,0.1001003
"OHI",2018,19.88966,0.1,0.1
"OHI",2018,19.98217,0.1,0.09946071
"OHI",2018,20.37136,0.1,0.09986956
"OHI",2018,20.54587,0.1,0.09999451
"OHI",2018,21.06282,0.1,0.1001851
"OHI",2018,21.28505,0.1,0.1001334
"OHI",2018,22.08503,0.1,0.09999003
"OHI",2018,22.22505,0.1,0.1001927
"OHI",2018,22.5078,0.1,0.1000097
"OHI",2018,22.94692,0.1,0.09995644
"OHI",2018,24.20964,0.1,0.0998753
"OHI",2018,24.33317,0.1,0.09989675
"OHI",2018,24.78235,0.1,0.100332
"OHI",2018,25.70588,0.1,0.1001375
"OHI",2018,25.89787,0.1,0.1001075
"OHI",2018,27.18736,0.1,0.1001247
"OHI",2018,28.8475,0.1,0.1001042
"OHI",2018,30.158,0.1,0.1002778
"OHI",2018,30.88391,0.1,0.09999394
"OHI",2018,33.83859,0.1,0.1001315
"SAS",2018,1.898452,0.1,0.1000716
"SAS",2018,2.019084,0.1,0.100001
"SAS",2018,2.165846,0.1,0.100065
"SAS",2018,2.197171,0.1,0.1001034
"SAS",2018,2.556212,0.1,0.1000124
"SAS",2018,3.211053,0.1,0.09999189
"SAS",2018,3.432842,0.1,0.1000064
"SAS",2018,7.872177,0.1,0.1000715
"SSA",2018,0.2102707,0.1,0.100042
"SSA",2018,0.3622792,0.1,0.09999182
"SSA",2018,0.4355593,0.1,0.1000047
"SSA",2018,0.4432808,0.1,0.09999717
"SSA",2018,0.4863796,0.1,0.1000247
"SSA",2018,0.4954566,0.1,0.09999433
"SSA",2018,0.5399185,0.1,0.09998026
"SSA",2018,0.5802716,0.1,0.09988602
"SSA",2018,0.5964236,0.1,0.1000044
"SSA",2018,0.680491,0.1,0.09999132
"SSA",2018,0.6967091,0.1,0.09997241
"SSA",2018,0.7192635,0.1,0.1000104
"SSA",2018,0.7607567,0.1,0.1000009
"SSA",2018,0.7644903,0.1,0.1000599
"SSA",2018,0.8333856,0.1,0.100093
"SSA",2018,0.838685,0.1,0.1000421
"SSA",2018,0.9530317,0.1,0.09999349
"SSA",2018,0.97014,0.1,0.09997855
"SSA",2018,0.9707406,0.1,0.1000077
"SSA",2018,1.038217,0.1,0.1000291
"SSA",2018,1.073807,0.1,0.1002049
"SSA",2018,1.109192,0.1,0.1000402
"SSA",2018,1.117788,0.1,0.100064
"SSA",2018,1.119757,0.1,0.1001604
"SSA",2018,1.129452,0.1,0.09998441
"SSA",2018,1.13389,0.1,0.09997238
"SSA",2018,1.223942,0.1,0.1001295
"SSA",2018,1.249991,0.1,0.09992167
"SSA",2018,1.263223,0.1,0.1001398
"SSA",2018,1.291449,0.1,0.1000134
"SSA",2018,1.293112,0.1,0.09987131
"SSA",2018,1.310389,0.1,0.1000179
"SSA",2018,1.322197,0.1,0.1006549
"SSA",2018,1.352427,0.1,0.1000528
"SSA",2018,1.403964,0.1,0.1001314
"SSA",2018,1.453723,0.1,0.1001645
"SSA",2018,1.688626,0.1,0.1000791
"SSA",2018,1.723967,0.1,0.10001
"SSA",2018,1.796449,0.1,0.09993377
"SSA",2018,1.957117,0.1,0.1000339
"SSA",2018,2.210585,0.1,0.1000881
"SSA",2018,2.899564,0.1,0.1000877
"SSA",2018,3.024972,0.1,0.1002281
"SSA",2018,5.300277,0.1,0.1000426
"SSA",2018,7.325907,0.1,0.1007873
"WLD",2018,0,0.1,0.1132014
"WLD",2018,0.2102707,0.1,0.100042
"WLD",2018,0.3622792,0.1,0.09999182
"WLD",2018,0.4355593,0.1,0.1000047
"WLD",2018,0.4432808,0.1,0.09999717
"WLD",2018,0.4863796,0.1,0.1000247
"WLD",2018,0.4954566,0.1,0.09999433
"WLD",2018,0.5399185,0.1,0.09998026
"WLD",2018,0.5802716,0.1,0.09988602
"WLD",2018,0.5964236,0.1,0.1000044
"WLD",2018,0.680491,0.1,0.09999132
"WLD",2018,0.6967091,0.1,0.09997241
"WLD",2018,0.7192635,0.1,0.1000104
"WLD",2018,0.7607567,0.1,0.1000009
"WLD",2018,0.7644903,0.1,0.1000599
"WLD",2018,0.8333856,0.1,0.100093
"WLD",2018,0.838685,0.1,0.1000421
"WLD",2018,0.9224915,0.1,0.1002192
"WLD",2018,0.9530317,0.1,0.09999349
"WLD",2018,0.97014,0.1,0.09997855
"WLD",2018,0.9707406,0.1,0.1000077
"WLD",2018,1.038217,0.1,0.1000291
"WLD",2018,1.043964,0.1,0.1000802
"WLD",2018,1.068898,0.1,0.0999908
"WLD",2018,1.073807,0.1,0.1002049
"WLD",2018,1.109192,0.1,0.1000402
"WLD",2018,1.117788,0.1,0.100064
"WLD",2018,1.119757,0.1,0.1001604
"WLD",2018,1.129452,0.1,0.09998441
"WLD",2018,1.13389,0.1,0.09997238
"WLD",2018,1.181806,0.1,0.100048
"WLD",2018,1.223942,0.1,0.1001295
"WLD",2018,1.249991,0.1,0.09992167
"WLD",2018,1.263223,0.1,0.1001398
"WLD",2018,1.288717,0.1,0.100081
"WLD",2018,1.291449,0.1,0.1000134
"WLD",2018,1.293112,0.1,0.09987131
"WLD",2018,1.310389,0.1,0.1000179
"WLD",2018,1.322197,0.1,0.1006549
"WLD",2018,1.352427,0.1,0.1000528
"WLD",2018,1.356716,0.1,0.0996773
"WLD",2018,1.403964,0.1,0.1001314
"WLD",2018,1.453723,0.1,0.1001645
"WLD",2018,1.495666,0.1,0.09961597
"WLD",2018,1.503078,0.1,0.09785376
"WLD",2018,1.537423,0.1,0.1003489
"WLD",2018,1.553895,0.1,0.0998279
"WLD",2018,1.651392,0.1,0.1001346
"WLD",2018,1.688626,0.1,0.1000791
"WLD",2018,1.723967,0.1,0.10001
"WLD",2018,1.777633,0.1,0.100082
"WLD",2018,1.796449,0.1,0.09993377
"WLD",2018,1.827166,0.1,0.09934866
"WLD",2018,1.898452,0.1,0.1000716
"WLD",2018,1.957117,0.1,0.1000339
"WLD",2018,2.018432,0.1,0.0997257
"WLD",2018,2.019084,0.1,0.100001
"WLD",2018,2.165846,0.1,0.100065
"WLD",2018,2.197171,0.1,0.1001034
"WLD",2018,2.19867,0.1,0.1000508
"WLD",2018,2.210585,0.1,0.1000881
"WLD",2018,2.342722,0.1,0.1000116
"WLD",2018,2.346448,0.1,0.09999277
"WLD",2018,2.348514,0.1,0.09997748
"WLD",2018,2.534064,0.1,0.1000252
"WLD",2018,2.556212,0.1,0.1000124
"WLD",2018,2.626572,0.1,0.1002483
"WLD",2018,2.899564,0.1,0.1000877
"WLD",2018,2.922987,0.1,0.1
"WLD",2018,2.943516,0.1,0.09999283
"WLD",2018,2.992147,0.1,0.09993744
"WLD",2018,3.016489,0.1,0.1000133
"WLD",2018,3.024972,0.1,0.1002281
"WLD",2018,3.028702,0.1,0.1001657
"WLD",2018,3.030201,0.1,0.09995849
"WLD",2018,3.101985,0.1,0.1001467
"WLD",2018,3.118322,0.1,0.09940688
"WLD",2018,3.139872,0.1,0.100021
"WLD",2018,3.142052,0.1,0.1
"WLD",2018,3.202457,0.1,0.09994166
"WLD",2018,3.211053,0.1,0.09999189
"WLD",2018,3.241311,0.1,0.1002942
"WLD",2018,3.242031,0.1,0.09991786
"WLD",2018,3.268967,0.1,0.09990719
"WLD",2018,3.423545,0.1,0.09999761
"WLD",2018,3.432842,0.1,0.1000064
"WLD",2018,3.480385,0.1,0.1000035
"WLD",2018,3.504338,0.1,0.1000254
"WLD",2018,3.506133,0.1,0.09984869
"WLD",2018,3.514937,0.1,0.09967538
"WLD",2018,3.529343,0.1,0.1001182
"WLD",2018,3.667671,0.1,0.1
"WLD",2018,3.669487,0.1,0.09976151
"WLD",2018,3.727489,0.1,0.09990468
"WLD",2018,3.804133,0.1,0.1000049
"WLD",2018,3.853162,0.1,0.09997381
"WLD",2018,3.858325,0.1,0.1000494
"WLD",2018,3.976397,0.1,0.1001541
"WLD",2018,4.078482,0.1,0.100221
"WLD",2018,4.144006,0.1,0.09998211
"WLD",2018,4.272178,0.1,0.1000442
"WLD",2018,4.288592,0.1,0.1000524
"WLD",2018,4.389818,0.1,0.1000406
"WLD",2018,4.463242,0.1,0.1
"WLD",2018,4.630559,0.1,0.100012
"WLD",2018,4.673976,0.1,0.1000198
"WLD",2018,4.685895,0.1,0.1002948
"WLD",2018,4.724673,0.1,0.0999966
"WLD",2018,4.807581,0.1,0.1000266
"WLD",2018,4.961004,0.1,0.1000137
"WLD",2018,5.172617,0.1,0.09999585
"WLD",2018,5.18931,0.1,0.09979907
"WLD",2018,5.300277,0.1,0.1000426
"WLD",2018,5.765136,0.1,0.1000579
"WLD",2018,5.8306,0.1,0.09999059
"WLD",2018,5.873115,0.1,0.1
"WLD",2018,6.223586,0.1,0.1000023
"WLD",2018,6.344373,0.1,0.1000413
"WLD",2018,6.588379,0.1,0.1003735
"WLD",2018,6.71734,0.1,0.1
"WLD",2018,7.071326,0.1,0.09996918
"WLD",2018,7.325907,0.1,0.1007873
"WLD",2018,7.349923,0.1,0.09999671
"WLD",2018,7.866946,0.1,0.1000145
"WLD",2018,7.872177,0.1,0.1000715
"WLD",2018,7.916924,0.1,0.1000069
"WLD",2018,8.188945,0.1,0.0999931
"WLD",2018,8.830006,0.1,0.1000545
"WLD",2018,9.271121,0.1,0.1000418
"WLD",2018,9.716698,0.1,0.1000015
"WLD",2018,9.816141,0.1,0.09998158
"WLD",2018,9.895142,0.1,0.1001701
"WLD",2018,10.08598,0.1,0.1002496
"WLD",2018,10.16622,0.1,0.1002738
"WLD",2018,10.54038,0.1,0.1000818
"WLD",2018,10.69501,0.1,0.09979831
"WLD",2018,11.37706,0.1,0.1000179
"WLD",2018,11.46535,0.1,0.1000015
"WLD",2018,12.20973,0.1,0.1000524
"WLD",2018,12.89949,0.1,0.100035
"WLD",2018,13.04738,0.1,0.09996151
"WLD",2018,14.21541,0.1,0.1000131
"WLD",2018,15.3553,0.1,0.09996299
"WLD",2018,16.90076,0.1,0.0999049
"WLD",2018,17.28891,0.1,0.100088
"WLD",2018,18.94478,0.1,0.09997467
"WLD",2018,19.05436,0.1,0.1001003
"WLD",2018,19.07771,0.1,0.1002071
"WLD",2018,19.88966,0.1,0.1
"WLD",2018,19.98217,0.1,0.09946071
"WLD",2018,20.37136,0.1,0.09986956
"WLD",2018,20.54587,0.1,0.09999451
"WLD",2018,21.06282,0.1,0.1001851
"WLD",2018,21.28505,0.1,0.1001334
"WLD",2018,22.08503,0.1,0.09999003
"WLD",2018,22.22505,0.1,0.1001927
"WLD",2018,22.5078,0.1,0.1000097
"WLD",2018,22.94692,0.1,0.09995644
"WLD",2018,24.20964,0.1,0.0998753
"WLD",2018,24.33317,0.1,0.09989675
"WLD",2018,24.78235,0.1,0.100332
"WLD",2018,25.70588,0.1,0.1001375
"WLD",2018,25.89787,0.1,0.1001075
"WLD",2018,27.18736,0.1,0.1001247
"WLD",2018,28.8475,0.1,0.1001042
"WLD",2018,30.158,0.1,0.1002778
"WLD",2018,30.88391,0.1,0.09999394
"WLD",2018,33.83859,0.1,0.1001315
"EAP",2017,1.073596,0.1,0.1000802
"EAP",2017,1.340906,0.1,0.0996773
"EAP",2017,1.515796,0.1,0.09785376
"EAP",2017,1.544134,0.1,0.0998279
"EAP",2017,1.640372,0.1,0.1001346
"EAP",2017,1.817824,0.1,0.09934866
"EAP",2017,1.929375,0.1,0.0997257
"EAP",2017,2.253038,0.1,0.09999476
"EAP",2017,2.256055,0.1,0.09997748
"EAP",2017,2.338718,0.1,0.09998339
"EAP",2017,2.87071,0.1,0.09995849
"EAP",2017,3.07919,0.1,0.09940688
"EAP",2017,3.364393,0.1,0.1
"EAP",2017,3.607142,0.1,0.09967538
"EAP",2017,3.647307,0.1,0.09992794
"EAP",2017,3.701519,0.1,0.09976151
"EAP",2017,3.718068,0.1,0.09999068
"EAP",2017,4.030338,0.1,0.09998211
"EAP",2017,5.387471,0.1,0.1
"EAP",2017,5.914489,0.1,0.09996025
"EAP",2017,9.123625,0.1,0.1000015
"ECA",2017,1.720609,0.1,0.100082
"ECA",2017,2.585975,0.1,0.1000126
"ECA",2017,2.857843,0.1,0.09993744
"ECA",2017,2.949479,0.1,0.1000909
"ECA",2017,3.006529,0.1,0.1
"ECA",2017,3.370138,0.1,0.1000841
"ECA",2017,3.380516,0.1,0.1001182
"ECA",2017,3.382142,0.1,0.1002575
"ECA",2017,3.409308,0.1,0.09984869
"ECA",2017,3.800978,0.1,0.1001541
"ECA",2017,4.22209,0.1,0.1000406
"ECA",2017,4.425741,0.1,0.1002948
"ECA",2017,4.871845,0.1,0.1001102
"ECA",2017,5.811128,0.1,0.1000252
"ECA",2017,5.987864,0.1,0.1000023
"ECA",2017,6.268078,0.1,0.1003735
"ECA",2017,6.757798,0.1,0.09958625
"ECA",2017,7.169736,0.1,0.09999638
"ECA",2017,8.478194,0.1,0.1000545
"ECA",2017,8.970608,0.1,0.1000418
"ECA",2017,9.420474,0.1,0.1001701
"ECA",2017,9.650241,0.1,0.09999505
"ECA",2017,9.706889,0.1,0.1002738
"ECA",2017,10.19247,0.1,0.09979831
"ECA",2017,11.3162,0.1,0.1000179
"ECA",2017,11.77145,0.1,0.1000524
"ECA",2017,12.37381,0.1,0.100035
"ECA",2017,14.78037,0.1,0.09996299
"ECA",2017,16.78257,0.1,0.100088
"ECA",2017,18.51371,0.1,0.1002071
"LAC",2017,0,0.1,0.1132014
"LAC",2017,1.183308,0.1,0.100048
"LAC",2017,1.273644,0.1,0.1000282
"LAC",2017,1.57121,0.1,0.09961597
"LAC",2017,2.148908,0.1,0.1000508
"LAC",2017,2.821566,0.1,0.1
"LAC",2017,2.926326,0.1,0.1001044
"LAC",2017,3.039677,0.1,0.1000001
"LAC",2017,3.19163,0.1,0.09994166
"LAC",2017,3.211031,0.1,0.1001657
"LAC",2017,3.219779,0.1,0.1000066
"LAC",2017,3.222101,0.1,0.09990719
"LAC",2017,3.379103,0.1,0.1000257
"LAC",2017,3.413961,0.1,0.09999823
"LAC",2017,3.431335,0.1,0.1000212
"LAC",2017,3.59312,0.1,0.1000025
"LAC",2017,4.14164,0.1,0.1002485
"LAC",2017,4.269209,0.1,0.1000308
"LAC",2017,4.50715,0.1,0.1000432
"LAC",2017,5.500924,0.1,0.1000655
"LAC",2017,5.591976,0.1,0.09998575
"LAC",2017,6.762003,0.1,0.1
"LAC",2017,7.667966,0.1,0.1000145
"LAC",2017,8.393694,0.1,0.1000311
"MNA",2017,0.9707168,0.1,0.1002192
"MNA",2017,1.209399,0.1,0.0999908
"MNA",2017,1.462418,0.1,0.1003489
"MNA",2017,2.872188,0.1,0.09998517
"MNA",2017,3.029607,0.1,0.09999283
"MNA",2017,3.782996,0.1,0.1000494
"MNA",2017,4.121099,0.1,0.100221
"MNA",2017,4.263413,0.1,0.1000524
"MNA",2017,4.42971,0.1,0.1
"MNA",2017,4.570446,0.1,0.100012
"MNA",2017,4.998637,0.1,0.1000198
"MNA",2017,10.28107,0.1,0.1002496
"OHI",2017,7.814083,0.1,0.1000069
"OHI",2017,9.651114,0.1,0.09998158
"OHI",2017,11.10393,0.1,0.1000015
"OHI",2017,12.86676,0.1,0.09996151
"OHI",2017,14.0787,0.1,0.1000131
"OHI",2017,16.51244,0.1,0.0999049
"OHI",2017,18.56655,0.1,0.09997467
"OHI",2017,18.87141,0.1,0.1001003
"OHI",2017,19.87148,0.1,0.09946071
"OHI",2017,19.88677,0.1,0.09986956
"OHI",2017,20.05099,0.1,0.09999451
"OHI",2017,20.29667,0.1,0.1
"OHI",2017,20.3316,0.1,0.1001851
"OHI",2017,20.84256,0.1,0.1001334
"OHI",2017,21.87292,0.1,0.09999003
"OHI",2017,22.01571,0.1,0.1001927
"OHI",2017,22.34465,0.1,0.1000097
"OHI",2017,22.78246,0.1,0.09995644
"OHI",2017,24.01297,0.1,0.09989675
"OHI",2017,24.08805,0.1,0.0998753
"OHI",2017,24.62581,0.1,0.100332
"OHI",2017,25.28236,0.1,0.1001375
"OHI",2017,25.45794,0.1,0.1001075
"OHI",2017,26.61716,0.1,0.1001247
"OHI",2017,28.78036,0.1,0.1001042
"OHI",2017,29.56943,0.1,0.1002778
"OHI",2017,30.47166,0.1,0.09999394
"OHI",2017,33.41448,0.1,0.1001315
"SAS",2017,1.813837,0.1,0.1000716
"SAS",2017,1.837817,0.1,0.100001
"SAS",2017,2.069312,0.1,0.100065
"SAS",2017,2.179348,0.1,0.1001034
"SAS",2017,2.442467,0.1,0.1000124
"SAS",2017,3.023339,0.1,0.1000064
"SAS",2017,3.171234,0.1,0.09999189
"SAS",2017,7.651082,0.1,0.1000715
"SSA",2017,0.2192524,0.1,0.100042
"SSA",2017,0.3543948,0.1,0.09999182
"SSA",2017,0.4195381,0.1,0.1000047
"SSA",2017,0.4396965,0.1,0.09999717
"SSA",2017,0.4777314,0.1,0.1000247
"SSA",2017,0.4838448,0.1,0.09999433
"SSA",2017,0.5484603,0.1,0.09998026
"SSA",2017,0.5731447,0.1,0.09988602
"SSA",2017,0.5937027,0.1,0.1000044
"SSA",2017,0.6750808,0.1,0.09999132
"SSA",2017,0.7013773,0.1,0.09997605
"SSA",2017,0.7025754,0.1,0.1000104
"SSA",2017,0.7058376,0.1,0.1001548
"SSA",2017,0.7639321,0.1,0.1000009
"SSA",2017,0.7765205,0.1,0.1000599
"SSA",2017,0.792912,0.1,0.1000421
"SSA",2017,0.9230493,0.1,0.1000828
"SSA",2017,0.9635955,0.1,0.1000077
"SSA",2017,0.9648978,0.1,0.09999349
"SSA",2017,1.015127,0.1,0.1000291
"SSA",2017,1.030413,0.1,0.1000011
"SSA",2017,1.054907,0.1,0.1002049
"SSA",2017,1.090575,0.1,0.100064
"SSA",2017,1.091369,0.1,0.09997238
"SSA",2017,1.094734,0.1,0.1000402
"SSA",2017,1.121798,0.1,0.1000008
"SSA",2017,1.178714,0.1,0.1001295
"SSA",2017,1.194197,0.1,0.09992167
"SSA",2017,1.234761,0.1,0.09987131
"SSA",2017,1.241204,0.1,0.1000134
"SSA",2017,1.246037,0.1,0.1001398
"SSA",2017,1.262261,0.1,0.1000179
"SSA",2017,1.307287,0.1,0.1006549
"SSA",2017,1.360209,0.1,0.1000528
"SSA",2017,1.360452,0.1,0.1001314
"SSA",2017,1.489483,0.1,0.1001645
"SSA",2017,1.65255,0.1,0.1000791
"SSA",2017,1.65832,0.1,0.10001
"SSA",2017,1.88366,0.1,0.09993377
"SSA",2017,1.89179,0.1,0.1000339
"SSA",2017,2.194898,0.1,0.1000881
"SSA",2017,2.791641,0.1,0.1000877
"SSA",2017,3.07901,0.1,0.1002281
"SSA",2017,5.110315,0.1,0.1000426
"SSA",2017,7.137259,0.1,0.1007873
"WLD",2017,0,0.1,0.1132014
"WLD",2017,0.2192524,0.1,0.100042
"WLD",2017,0.3543948,0.1,0.09999182
"WLD",2017,0.4195381,0.1,0.1000047
"WLD",2017,0.4396965,0.1,0.09999717
"WLD",2017,0.4777314,0.1,0.1000247
"WLD",2017,0.4838448,0.1,0.09999433
"WLD",2017,0.5484603,0.1,0.09998026
"WLD",2017,0.5731447,0.1,0.09988602
"WLD",2017,0.5937027,0.1,0.1000044
"WLD",2017,0.6750808,0.1,0.09999132
"WLD",2017,0.7013773,0.1,0.09997605
"WLD",2017,0.7025754,0.1,0.1000104
"WLD",2017,0.7058376,0.1,0.1001548
"WLD",2017,0.7639321,0.1,0.1000009
"WLD",2017,0.7765205,0.1,0.1000599
"WLD",2017,0.792912,0.1,0.1000421
"WLD",2017,0.9230493,0.1,0.1000828
"WLD",2017,0.9635955,0.1,0.1000077
"WLD",2017,0.9648978,0.1,0.09999349
"WLD",2017,0.9707168,0.1,0.1002192
"WLD",2017,1.015127,0.1,0.1000291
"WLD",2017,1.030413,0.1,0.1000011
"WLD",2017,1.054907,0.1,0.1002049
"WLD",2017,1.073596,0.1,0.1000802
"WLD",2017,1.090575,0.1,0.100064
"WLD",2017,1.091369,0.1,0.09997238
"WLD",2017,1.094734,0.1,0.1000402
"WLD",2017,1.121798,0.1,0.1000008
"WLD",2017,1.178714,0.1,0.1001295
"WLD",2017,1.183308,0.1,0.100048
"WLD",2017,1.194197,0.1,0.09992167
"WLD",2017,1.209399,0.1,0.0999908
"WLD",2017,1.234761,0.1,0.09987131
"WLD",2017,1.241204,0.1,0.1000134
"WLD",2017,1.246037,0.1,0.1001398
"WLD",2017,1.262261,0.1,0.1000179
"WLD",2017,1.273644,0.1,0.1000282
"WLD",2017,1.307287,0.1,0.1006549
"WLD",2017,1.340906,0.1,0.0996773
"WLD",2017,1.360209,0.1,0.1000528
"WLD",2017,1.360452,0.1,0.1001314
"WLD",2017,1.462418,0.1,0.1003489
"WLD",2017,1.489483,0.1,0.1001645
"WLD",2017,1.515796,0.1,0.09785376
"WLD",2017,1.544134,0.1,0.0998279
"WLD",2017,1.57121,0.1,0.09961597
"WLD",2017,1.640372,0.1,0.1001346
"WLD",2017,1.65255,0.1,0.1000791
"WLD",2017,1.65832,0.1,0.10001
"WLD",2017,1.720609,0.1,0.100082
"WLD",2017,1.813837,0.1,0.1000716
"WLD",2017,1.817824,0.1,0.09934866
"WLD",2017,1.837817,0.1,0.100001
"WLD",2017,1.88366,0.1,0.09993377
"WLD",2017,1.89179,0.1,0.1000339
"WLD",2017,1.929375,0.1,0.0997257
"WLD",2017,2.069312,0.1,0.100065
"WLD",2017,2.148908,0.1,0.1000508
"WLD",2017,2.179348,0.1,0.1001034
"WLD",2017,2.194898,0.1,0.1000881
"WLD",2017,2.253038,0.1,0.09999476
"WLD",2017,2.256055,0.1,0.09997748
"WLD",2017,2.338718,0.1,0.09998339
"WLD",2017,2.442467,0.1,0.1000124
"WLD",2017,2.585975,0.1,0.1000126
"WLD",2017,2.791641,0.1,0.1000877
"WLD",2017,2.821566,0.1,0.1
"WLD",2017,2.857843,0.1,0.09993744
"WLD",2017,2.87071,0.1,0.09995849
"WLD",2017,2.872188,0.1,0.09998517
"WLD",2017,2.926326,0.1,0.1001044
"WLD",2017,2.949479,0.1,0.1000909
"WLD",2017,3.006529,0.1,0.1
"WLD",2017,3.023339,0.1,0.1000064
"WLD",2017,3.029607,0.1,0.09999283
"WLD",2017,3.039677,0.1,0.1000001
"WLD",2017,3.07901,0.1,0.1002281
"WLD",2017,3.07919,0.1,0.09940688
"WLD",2017,3.171234,0.1,0.09999189
"WLD",2017,3.19163,0.1,0.09994166
"WLD",2017,3.211031,0.1,0.1001657
"WLD",2017,3.219779,0.1,0.1000066
"WLD",2017,3.222101,0.1,0.09990719
"WLD",2017,3.364393,0.1,0.1
"WLD",2017,3.370138,0.1,0.1000841
"WLD",2017,3.379103,0.1,0.1000257
"WLD",2017,3.380516,0.1,0.1001182
"WLD",2017,3.382142,0.1,0.1002575
"WLD",2017,3.409308,0.1,0.09984869
"WLD",2017,3.413961,0.1,0.09999823
"WLD",2017,3.431335,0.1,0.1000212
"WLD",2017,3.59312,0.1,0.1000025
"WLD",2017,3.607142,0.1,0.09967538
"WLD",2017,3.647307,0.1,0.09992794
"WLD",2017,3.701519,0.1,0.09976151
"WLD",2017,3.718068,0.1,0.09999068
"WLD",2017,3.782996,0.1,0.1000494
"WLD",2017,3.800978,0.1,0.1001541
"WLD",2017,4.030338,0.1,0.09998211
"WLD",2017,4.121099,0.1,0.100221
"WLD",2017,4.14164,0.1,0.1002485
"WLD",2017,4.22209,0.1,0.1000406
"WLD",2017,4.263413,0.1,0.1000524
"WLD",2017,4.269209,0.1,0.1000308
