"regioncode","year","threshold","goal","headcount"
"WLD",1987,14.48054,0.2,0.2
"WLD",1987,14.82088,0.2,0.199854
"WLD",1987,14.87857,0.2,0.1999527
"WLD",1987,16.76249,0.2,0.199909
"WLD",1987,19.23671,0.2,0.199903
"WLD",1987,19.35658,0.2,0.1967053
"WLD",1987,20.80692,0.2,0.1999718
"WLD",1987,21.1508,0.2,0.1999968
"WLD",1987,21.61245,0.2,0.1999629
"WLD",1987,22.21175,0.2,0.2
"WLD",1987,22.58624,0.2,0.1996647
"WLD",1987,22.9446,0.2,0.1999852
"WLD",1987,23.29267,0.2,0.2019215
"WLD",1987,23.39988,0.2,0.1998534
"WLD",1987,23.97171,0.2,0.2003018
"WLD",1987,24.01704,0.2,0.1992002
"WLD",1987,27.33782,0.2,0.1999373
"WLD",1987,27.76954,0.2,0.2098668
"WLD",1987,34.9831,0.2,0.1996464
"WLD",1987,54.88912,0.2,0.2
"EAP",1986,0.5085572,0.2,0.2000282
"EAP",1986,0.7327279,0.2,0.1991581
"EAP",1986,0.8845385,0.2,0.2
"EAP",1986,0.9249383,0.2,0.2
"EAP",1986,0.9309585,0.2,0.1999686
"EAP",1986,1.271468,0.2,0.2
"EAP",1986,1.498122,0.2,0.1995847
"EAP",1986,1.626032,0.2,0.1999687
"EAP",1986,1.759511,0.2,0.2
"EAP",1986,1.960802,0.2,0.2000721
"EAP",1986,1.989828,0.2,0.2
"EAP",1986,2.329119,0.2,0.1979234
"EAP",1986,2.812502,0.2,0.199854
"EAP",1986,2.851989,0.2,0.2
"EAP",1986,2.92136,0.2,0.2000038
"EAP",1986,3.184421,0.2,0.1998664
"EAP",1986,3.407299,0.2,0.1993809
"EAP",1986,3.860742,0.2,0.2
"ECA",1986,1.422974,0.2,0.1994871
"ECA",1986,1.515679,0.2,0.2
"ECA",1986,2.360924,0.2,0.1995501
"ECA",1986,3.530219,0.2,0.2
"ECA",1986,3.540058,0.2,0.1998502
"ECA",1986,3.831779,0.2,0.2
"ECA",1986,3.907823,0.2,0.2
"ECA",1986,4.271377,0.2,0.2
"ECA",1986,4.275022,0.2,0.1999332
"ECA",1986,4.433128,0.2,0.2001567
"ECA",1986,4.806711,0.2,0.1998808
"ECA",1986,5.533638,0.2,0.2
"ECA",1986,5.652961,0.2,0.1999977
"ECA",1986,5.710693,0.2,0.2
"ECA",1986,6.046944,0.2,0.2
"ECA",1986,6.771197,0.2,0.2
"ECA",1986,7.833959,0.2,0.1998772
"ECA",1986,7.975601,0.2,0.2
"ECA",1986,8.465774,0.2,0.1992907
"ECA",1986,10.84034,0.2,0.2
"ECA",1986,11.93669,0.2,0.1999647
"ECA",1986,12.71493,0.2,0.2
"ECA",1986,13.13421,0.2,0.1999623
"ECA",1986,13.33752,0.2,0.200558
"ECA",1986,13.35773,0.2,0.2
"ECA",1986,13.46582,0.2,0.2
"ECA",1986,13.8621,0.2,0.1998513
"ECA",1986,14.23601,0.2,0.2
"ECA",1986,22.49957,0.2,0.2
"LAC",1986,0.7965201,0.2,0.2
"LAC",1986,0.7996317,0.2,0.1997861
"LAC",1986,0.9272335,0.2,0.2
"LAC",1986,0.9317804,0.2,0.2
"LAC",1986,0.9898097,0.2,0.1994609
"LAC",1986,1.332913,0.2,0.1999041
"LAC",1986,1.370537,0.2,0.2
"LAC",1986,1.654561,0.2,0.1963897
"LAC",1986,2.066141,0.2,0.2001226
"LAC",1986,2.08484,0.2,0.2
"LAC",1986,2.141143,0.2,0.201188
"LAC",1986,2.413271,0.2,0.1999745
"LAC",1986,2.549664,0.2,0.2
"LAC",1986,2.734436,0.2,0.1991067
"LAC",1986,2.868387,0.2,0.1995777
"LAC",1986,2.874902,0.2,0.2
"LAC",1986,2.901106,0.2,0.2000209
"LAC",1986,3.17166,0.2,0.2
"LAC",1986,4.162679,0.2,0.2
"LAC",1986,4.276645,0.2,0.1997872
"LAC",1986,5.016505,0.2,0.1998444
"LAC",1986,5.472498,0.2,0.200187
"LAC",1986,5.815861,0.2,0.2
"LAC",1986,6.892366,0.2,0.200029
"LAC",1986,9.306371,0.2,0.2
"MNA",1986,2.15021,0.2,0.2
"MNA",1986,2.188648,0.2,0.2
"MNA",1986,2.210018,0.2,0.2000055
"MNA",1986,2.521457,0.2,0.1999157
"MNA",1986,2.532641,0.2,0.1999865
"MNA",1986,2.821754,0.2,0.2
"MNA",1986,2.972229,0.2,0.2
"MNA",1986,3.451224,0.2,0.1998932
"MNA",1986,3.566083,0.2,0.2
"MNA",1986,4.004883,0.2,0.1999975
"MNA",1986,5.100051,0.2,0.2
"MNA",1986,9.776456,0.2,0.2000288
"OHI",1986,6.813191,0.2,0.1997142
"OHI",1986,7.555472,0.2,0.200206
"OHI",1986,8.755367,0.2,0.1999869
"OHI",1986,8.775157,0.2,0.1999324
"OHI",1986,8.898906,0.2,0.2003799
"OHI",1986,9.170419,0.2,0.199942
"OHI",1986,9.184282,0.2,0.1999807
"OHI",1986,9.543716,0.2,0.2003568
"OHI",1986,12.16,0.2,0.199943
"OHI",1986,13.53493,0.2,0.1997529
"OHI",1986,13.80641,0.2,0.1999559
"OHI",1986,14.21563,0.2,0.1998332
"OHI",1986,16.73883,0.2,0.1999354
"OHI",1986,19.01934,0.2,0.1999296
"OHI",1986,19.32578,0.2,0.1967054
"OHI",1986,20.1144,0.2,0.1999693
"OHI",1986,20.65285,0.2,0.1999817
"OHI",1986,20.70221,0.2,0.1999629
"OHI",1986,21.84282,0.2,0.1996647
"OHI",1986,22.32768,0.2,0.2003018
"OHI",1986,22.57237,0.2,0.1995411
"OHI",1986,22.67345,0.2,0.1998777
"OHI",1986,22.77225,0.2,0.1999836
"OHI",1986,23.54731,0.2,0.2024477
"OHI",1986,27.13114,0.2,0.2098668
"OHI",1986,27.90365,0.2,0.1999373
"OHI",1986,34.18033,0.2,0.1997115
"OHI",1986,56.29282,0.2,0.2
"SAS",1986,0.7730239,0.2,0.2004911
"SAS",1986,0.8840307,0.2,0.2
"SAS",1986,1.079438,0.2,0.1998342
"SAS",1986,1.139695,0.2,0.2
"SAS",1986,1.493277,0.2,0.2
"SAS",1986,1.780476,0.2,0.2
"SAS",1986,2.071814,0.2,0.1999959
"SSA",1986,0.003489379,0.2,0.2000001
"SSA",1986,0.2056259,0.2,0.2
"SSA",1986,0.2060417,0.2,0.2
"SSA",1986,0.2476261,0.2,0.2
"SSA",1986,0.2916456,0.2,0.1994934
"SSA",1986,0.3526014,0.2,0.1999622
"SSA",1986,0.3661644,0.2,0.1991242
"SSA",1986,0.4871147,0.2,0.1999739
"SSA",1986,0.5613652,0.2,0.2
"SSA",1986,0.6523985,0.2,0.1992102
"SSA",1986,0.6614026,0.2,0.2
"SSA",1986,0.6838941,0.2,0.2
"SSA",1986,0.6977839,0.2,0.2
"SSA",1986,0.7395624,0.2,0.1999615
"SSA",1986,0.7602193,0.2,0.2
"SSA",1986,0.773333,0.2,0.2
"SSA",1986,0.7761728,0.2,0.1999023
"SSA",1986,0.7926082,0.2,0.1999205
"SSA",1986,0.7929334,0.2,0.1999637
"SSA",1986,0.8053066,0.2,0.1991341
"SSA",1986,0.8221169,0.2,0.1999558
"SSA",1986,0.8636732,0.2,0.1999694
"SSA",1986,0.8819511,0.2,0.1999888
"SSA",1986,0.8948427,0.2,0.1998238
"SSA",1986,0.9134762,0.2,0.2
"SSA",1986,1.04755,0.2,0.2002804
"SSA",1986,1.050067,0.2,0.1999834
"SSA",1986,1.054014,0.2,0.1999057
"SSA",1986,1.086405,0.2,0.2
"SSA",1986,1.095671,0.2,0.2
"SSA",1986,1.14093,0.2,0.1999906
"SSA",1986,1.218509,0.2,0.2
"SSA",1986,1.374526,0.2,0.2
"SSA",1986,1.482301,0.2,0.1998884
"SSA",1986,1.528486,0.2,0.2
"SSA",1986,2.036276,0.2,0.1991466
"SSA",1986,2.216162,0.2,0.2
"SSA",1986,2.341821,0.2,0.1999842
"SSA",1986,2.517174,0.2,0.1996293
"SSA",1986,2.797184,0.2,0.1998415
"SSA",1986,2.9924,0.2,0.1991246
"SSA",1986,3.383274,0.2,0.2001849
"SSA",1986,4.686731,0.2,0.198666
"WLD",1986,0.003489379,0.2,0.2000001
"WLD",1986,0.2056259,0.2,0.2
"WLD",1986,0.2060417,0.2,0.2
"WLD",1986,0.2476261,0.2,0.2
"WLD",1986,0.2916456,0.2,0.1994934
"WLD",1986,0.3526014,0.2,0.1999622
"WLD",1986,0.3661644,0.2,0.1991242
"WLD",1986,0.4871147,0.2,0.1999739
"WLD",1986,0.5085572,0.2,0.2000282
"WLD",1986,0.5613652,0.2,0.2
"WLD",1986,0.6523985,0.2,0.1992102
"WLD",1986,0.6614026,0.2,0.2
"WLD",1986,0.6838941,0.2,0.2
"WLD",1986,0.6977839,0.2,0.2
"WLD",1986,0.7327279,0.2,0.1991581
"WLD",1986,0.7395624,0.2,0.1999615
"WLD",1986,0.7602193,0.2,0.2
"WLD",1986,0.7730239,0.2,0.2004911
"WLD",1986,0.773333,0.2,0.2
"WLD",1986,0.7761728,0.2,0.1999023
"WLD",1986,0.7926082,0.2,0.1999205
"WLD",1986,0.7929334,0.2,0.1999637
"WLD",1986,0.7965201,0.2,0.2
"WLD",1986,0.7996317,0.2,0.1997861
"WLD",1986,0.8053066,0.2,0.1991341
"WLD",1986,0.8221169,0.2,0.1999558
"WLD",1986,0.8636732,0.2,0.1999694
"WLD",1986,0.8819511,0.2,0.1999888
"WLD",1986,0.8840307,0.2,0.2
"WLD",1986,0.8845385,0.2,0.2
"WLD",1986,0.8948427,0.2,0.1998238
"WLD",1986,0.9134762,0.2,0.2
"WLD",1986,0.9249383,0.2,0.2
"WLD",1986,0.9272335,0.2,0.2
"WLD",1986,0.9309585,0.2,0.1999686
"WLD",1986,0.9317804,0.2,0.2
"WLD",1986,0.9898097,0.2,0.1994609
"WLD",1986,1.04755,0.2,0.2002804
"WLD",1986,1.050067,0.2,0.1999834
"WLD",1986,1.054014,0.2,0.1999057
"WLD",1986,1.079438,0.2,0.1998342
"WLD",1986,1.086405,0.2,0.2
"WLD",1986,1.095671,0.2,0.2
"WLD",1986,1.139695,0.2,0.2
"WLD",1986,1.14093,0.2,0.1999906
"WLD",1986,1.218509,0.2,0.2
"WLD",1986,1.271468,0.2,0.2
"WLD",1986,1.332913,0.2,0.1999041
"WLD",1986,1.370537,0.2,0.2
"WLD",1986,1.374526,0.2,0.2
"WLD",1986,1.422974,0.2,0.1994871
"WLD",1986,1.482301,0.2,0.1998884
"WLD",1986,1.493277,0.2,0.2
"WLD",1986,1.498122,0.2,0.1995847
"WLD",1986,1.515679,0.2,0.2
"WLD",1986,1.528486,0.2,0.2
"WLD",1986,1.626032,0.2,0.1999687
"WLD",1986,1.654561,0.2,0.1963897
"WLD",1986,1.759511,0.2,0.2
"WLD",1986,1.780476,0.2,0.2
"WLD",1986,1.960802,0.2,0.2000721
"WLD",1986,1.989828,0.2,0.2
"WLD",1986,2.036276,0.2,0.1991466
"WLD",1986,2.066141,0.2,0.2001226
"WLD",1986,2.071814,0.2,0.1999959
"WLD",1986,2.08484,0.2,0.2
"WLD",1986,2.141143,0.2,0.201188
"WLD",1986,2.15021,0.2,0.2
"WLD",1986,2.188648,0.2,0.2
"WLD",1986,2.210018,0.2,0.2000055
"WLD",1986,2.216162,0.2,0.2
"WLD",1986,2.329119,0.2,0.1979234
"WLD",1986,2.341821,0.2,0.1999842
"WLD",1986,2.360924,0.2,0.1995501
"WLD",1986,2.413271,0.2,0.1999745
"WLD",1986,2.517174,0.2,0.1996293
"WLD",1986,2.521457,0.2,0.1999157
"WLD",1986,2.532641,0.2,0.1999865
"WLD",1986,2.549664,0.2,0.2
"WLD",1986,2.734436,0.2,0.1991067
"WLD",1986,2.797184,0.2,0.1998415
"WLD",1986,2.812502,0.2,0.199854
"WLD",1986,2.821754,0.2,0.2
"WLD",1986,2.851989,0.2,0.2
"WLD",1986,2.868387,0.2,0.1995777
"WLD",1986,2.874902,0.2,0.2
"WLD",1986,2.901106,0.2,0.2000209
"WLD",1986,2.92136,0.2,0.2000038
"WLD",1986,2.972229,0.2,0.2
"WLD",1986,2.9924,0.2,0.1991246
"WLD",1986,3.17166,0.2,0.2
"WLD",1986,3.184421,0.2,0.1998664
"WLD",1986,3.383274,0.2,0.2001849
"WLD",1986,3.407299,0.2,0.1993809
"WLD",1986,3.451224,0.2,0.1998932
"WLD",1986,3.530219,0.2,0.2
"WLD",1986,3.540058,0.2,0.1998502
"WLD",1986,3.566083,0.2,0.2
"WLD",1986,3.831779,0.2,0.2
"WLD",1986,3.860742,0.2,0.2
"WLD",1986,3.907823,0.2,0.2
"WLD",1986,4.004883,0.2,0.1999975
"WLD",1986,4.162679,0.2,0.2
"WLD",1986,4.271377,0.2,0.2
"WLD",1986,4.275022,0.2,0.1999332
"WLD",1986,4.276645,0.2,0.1997872
"WLD",1986,4.433128,0.2,0.2001567
"WLD",1986,4.686731,0.2,0.198666
"WLD",1986,4.806711,0.2,0.1998808
"WLD",1986,5.016505,0.2,0.1998444
"WLD",1986,5.100051,0.2,0.2
"WLD",1986,5.472498,0.2,0.200187
"WLD",1986,5.533638,0.2,0.2
"WLD",1986,5.652961,0.2,0.1999977
"WLD",1986,5.710693,0.2,0.2
"WLD",1986,5.815861,0.2,0.2
"WLD",1986,6.046944,0.2,0.2
"WLD",1986,6.771197,0.2,0.2
"WLD",1986,6.813191,0.2,0.1997142
"WLD",1986,6.892366,0.2,0.200029
"WLD",1986,7.555472,0.2,0.200206
"WLD",1986,7.833959,0.2,0.1998772
"WLD",1986,7.975601,0.2,0.2
"WLD",1986,8.465774,0.2,0.1992907
"WLD",1986,8.755367,0.2,0.1999869
"WLD",1986,8.775157,0.2,0.1999324
"WLD",1986,8.898906,0.2,0.2003799
"WLD",1986,9.170419,0.2,0.199942
"WLD",1986,9.184282,0.2,0.1999807
"WLD",1986,9.306371,0.2,0.2
"WLD",1986,9.543716,0.2,0.2003568
"WLD",1986,9.776456,0.2,0.2000288
"WLD",1986,10.84034,0.2,0.2
"WLD",1986,11.93669,0.2,0.1999647
"WLD",1986,12.16,0.2,0.199943
"WLD",1986,12.71493,0.2,0.2
"WLD",1986,13.13421,0.2,0.1999623
"WLD",1986,13.33752,0.2,0.200558
"WLD",1986,13.35773,0.2,0.2
"WLD",1986,13.46582,0.2,0.2
"WLD",1986,13.53493,0.2,0.1997529
"WLD",1986,13.80641,0.2,0.1999559
"WLD",1986,13.8621,0.2,0.1998513
"WLD",1986,14.21563,0.2,0.1998332
"WLD",1986,14.23601,0.2,0.2
"WLD",1986,16.73883,0.2,0.1999354
"WLD",1986,19.01934,0.2,0.1999296
"WLD",1986,19.32578,0.2,0.1967054
"WLD",1986,20.1144,0.2,0.1999693
"WLD",1986,20.65285,0.2,0.1999817
"WLD",1986,20.70221,0.2,0.1999629
"WLD",1986,21.84282,0.2,0.1996647
"WLD",1986,22.32768,0.2,0.2003018
"WLD",1986,22.49957,0.2,0.2
"WLD",1986,22.57237,0.2,0.1995411
"WLD",1986,22.67345,0.2,0.1998777
"WLD",1986,22.77225,0.2,0.1999836
"WLD",1986,23.54731,0.2,0.2024477
"WLD",1986,27.13114,0.2,0.2098668
"WLD",1986,27.90365,0.2,0.1999373
"WLD",1986,34.18033,0.2,0.1997115
"WLD",1986,56.29282,0.2,0.2
"EAP",1985,0.5237555,0.2,0.2000282
"EAP",1985,0.7179695,0.2,0.1991581
"EAP",1985,0.8799524,0.2,0.2
"EAP",1985,0.8833934,0.2,0.2
"EAP",1985,0.9264751,0.2,0.1999686
"EAP",1985,1.269822,0.2,0.2
"EAP",1985,1.469516,0.2,0.1995847
"EAP",1985,1.617504,0.2,0.2
"EAP",1985,1.674625,0.2,0.2
"EAP",1985,1.983497,0.2,0.2
"EAP",1985,2.008877,0.2,0.2000721
"EAP",1985,2.68138,0.2,0.2
"EAP",1985,2.737387,0.2,0.2000038
"EAP",1985,2.903264,0.2,0.199854
"EAP",1985,3.028729,0.2,0.1998664
"EAP",1985,3.343431,0.2,0.1993809
"EAP",1985,3.992291,0.2,0.2
"ECA",1985,1.48026,0.2,0.1994871
"ECA",1985,1.511645,0.2,0.2
"ECA",1985,2.449203,0.2,0.1995501
"ECA",1985,3.365678,0.2,0.2
"ECA",1985,3.444363,0.2,0.1998502
"ECA",1985,3.86549,0.2,0.2
"ECA",1985,3.897558,0.2,0.2
"ECA",1985,4.125886,0.2,0.1999332
"ECA",1985,4.153006,0.2,0.2
"ECA",1985,4.42433,0.2,0.2001567
"ECA",1985,4.795896,0.2,0.1998808
"ECA",1985,5.346656,0.2,0.1999977
"ECA",1985,5.419795,0.2,0.2
"ECA",1985,5.611786,0.2,0.2
"ECA",1985,5.670796,0.2,0.2
"ECA",1985,6.640506,0.2,0.2
"ECA",1985,7.830075,0.2,0.2
"ECA",1985,8.313444,0.2,0.2
"ECA",1985,8.363447,0.2,0.1992907
"ECA",1985,10.64037,0.2,0.2
"ECA",1985,11.61634,0.2,0.1999647
"ECA",1985,12.67512,0.2,0.1999623
"ECA",1985,12.97832,0.2,0.200558
"ECA",1985,13.10469,0.2,0.2
"ECA",1985,13.13955,0.2,0.2
"ECA",1985,13.43904,0.2,0.1998513
"ECA",1985,13.93297,0.2,0.2
"ECA",1985,13.97049,0.2,0.2
"ECA",1985,22.01248,0.2,0.2
"LAC",1985,0.8089974,0.2,0.2
"LAC",1985,0.821544,0.2,0.1997861
"LAC",1985,0.8287048,0.2,0.2
"LAC",1985,0.906854,0.2,0.2
"LAC",1985,1.099809,0.2,0.1994609
"LAC",1985,1.372241,0.2,0.2
"LAC",1985,1.487139,0.2,0.1999041
"LAC",1985,1.491177,0.2,0.2
"LAC",1985,1.665928,0.2,0.1963897
"LAC",1985,1.71667,0.2,0.1999983
"LAC",1985,2.082465,0.2,0.201188
"LAC",1985,2.112543,0.2,0.2001226
"LAC",1985,2.127216,0.2,0.2
"LAC",1985,2.331086,0.2,0.1999745
"LAC",1985,2.703682,0.2,0.1991067
"LAC",1985,2.849146,0.2,0.2
"LAC",1985,3.015224,0.2,0.2000519
"LAC",1985,3.160885,0.2,0.2
"LAC",1985,4.074836,0.2,0.2
"LAC",1985,4.221495,0.2,0.1998176
"LAC",1985,4.462756,0.2,0.1998661
"LAC",1985,5.513585,0.2,0.200187
"LAC",1985,6.080327,0.2,0.2
"LAC",1985,6.250163,0.2,0.200029
"LAC",1985,7.816783,0.2,0.2
"MNA",1985,2.159921,0.2,0.2000055
"MNA",1985,2.160351,0.2,0.2
"MNA",1985,2.168303,0.2,0.2
"MNA",1985,2.527897,0.2,0.2
"MNA",1985,2.544874,0.2,0.1999157
"MNA",1985,2.752704,0.2,0.1999865
"MNA",1985,3.04029,0.2,0.2
"MNA",1985,3.47161,0.2,0.1999975
"MNA",1985,3.623171,0.2,0.1998932
"MNA",1985,3.705649,0.2,0.2
"MNA",1985,5.644053,0.2,0.2
"MNA",1985,10.66971,0.2,0.2000288
"OHI",1985,6.3089,0.2,0.1997142
"OHI",1985,7.158778,0.2,0.200206
"OHI",1985,8.605932,0.2,0.1999324
"OHI",1985,8.71043,0.2,0.2003799
"OHI",1985,8.852914,0.2,0.1999823
"OHI",1985,9.339126,0.2,0.199942
"OHI",1985,9.416951,0.2,0.1999728
"OHI",1985,9.489257,0.2,0.2003568
"OHI",1985,10.98944,0.2,0.1999346
"OHI",1985,13.13404,0.2,0.1997529
"OHI",1985,13.6612,0.2,0.1998332
"OHI",1985,14.68019,0.2,0.1999497
"OHI",1985,16.71258,0.2,0.1999619
"OHI",1985,18.67492,0.2,0.1999563
"OHI",1985,19.11152,0.2,0.1967055
"OHI",1985,19.57211,0.2,0.1999668
"OHI",1985,19.94668,0.2,0.1999629
"OHI",1985,19.94902,0.2,0.1999666
"OHI",1985,21.04828,0.2,0.1996647
"OHI",1985,21.06602,0.2,0.2020545
"OHI",1985,21.16471,0.2,0.2003018
"OHI",1985,21.56378,0.2,0.1998821
"OHI",1985,22.50712,0.2,0.1999019
"OHI",1985,24.8497,0.2,0.199983
"OHI",1985,26.08146,0.2,0.1999373
"OHI",1985,26.56581,0.2,0.2098668
"OHI",1985,33.42234,0.2,0.1997766
"OHI",1985,70.08093,0.2,0.2
"SAS",1985,0.7133623,0.2,0.2004911
"SAS",1985,0.8645564,0.2,0.2
"SAS",1985,1.027625,0.2,0.1998342
"SAS",1985,1.123446,0.2,0.2
"SAS",1985,1.480393,0.2,0.2
"SAS",1985,1.793928,0.2,0.2
"SAS",1985,2.133189,0.2,0.2
"SSA",1985,0.003547655,0.2,0.2000001
"SSA",1985,0.1899684,0.2,0.2
"SSA",1985,0.2058158,0.2,0.2
"SSA",1985,0.2443002,0.2,0.2
"SSA",1985,0.2995443,0.2,0.1994934
"SSA",1985,0.3613846,0.2,0.1999622
"SSA",1985,0.3620712,0.2,0.1991242
"SSA",1985,0.4630589,0.2,0.1999739
"SSA",1985,0.5611853,0.2,0.2
"SSA",1985,0.6560807,0.2,0.1992102
"SSA",1985,0.6589074,0.2,0.2
"SSA",1985,0.6892571,0.2,0.2
"SSA",1985,0.7054585,0.2,0.2
"SSA",1985,0.7350558,0.2,0.1999615
"SSA",1985,0.7559382,0.2,0.2
"SSA",1985,0.7826911,0.2,0.1999205
"SSA",1985,0.7838409,0.2,0.2
"SSA",1985,0.8019294,0.2,0.1999697
"SSA",1985,0.8042086,0.2,0.1991341
"SSA",1985,0.8061711,0.2,0.1999558
"SSA",1985,0.8333221,0.2,0.1999023
"SSA",1985,0.8423704,0.2,0.1998238
"SSA",1985,0.884048,0.2,0.2
"SSA",1985,0.9046576,0.2,0.2
"SSA",1985,0.9129425,0.2,0.1999694
"SSA",1985,1.022756,0.2,0.2002804
"SSA",1985,1.045107,0.2,0.2
"SSA",1985,1.061998,0.2,0.1999057
"SSA",1985,1.065359,0.2,0.2
"SSA",1985,1.159284,0.2,0.1999834
"SSA",1985,1.161106,0.2,0.1999906
"SSA",1985,1.19283,0.2,0.2
"SSA",1985,1.330574,0.2,0.2
"SSA",1985,1.49231,0.2,0.1998884
"SSA",1985,1.566424,0.2,0.2
"SSA",1985,1.968616,0.2,0.1991466
"SSA",1985,2.150309,0.2,0.1999842
"SSA",1985,2.249493,0.2,0.2
"SSA",1985,2.543507,0.2,0.1996293
"SSA",1985,3.056367,0.2,0.1991246
"SSA",1985,3.148289,0.2,0.1996388
"SSA",1985,3.505278,0.2,0.2001849
"SSA",1985,4.724392,0.2,0.198666
"WLD",1985,0.003547655,0.2,0.2000001
"WLD",1985,0.1899684,0.2,0.2
"WLD",1985,0.2058158,0.2,0.2
"WLD",1985,0.2443002,0.2,0.2
"WLD",1985,0.2995443,0.2,0.1994934
"WLD",1985,0.3613846,0.2,0.1999622
"WLD",1985,0.3620712,0.2,0.1991242
"WLD",1985,0.4630589,0.2,0.1999739
"WLD",1985,0.5237555,0.2,0.2000282
"WLD",1985,0.5611853,0.2,0.2
"WLD",1985,0.6560807,0.2,0.1992102
"WLD",1985,0.6589074,0.2,0.2
"WLD",1985,0.6892571,0.2,0.2
"WLD",1985,0.7054585,0.2,0.2
"WLD",1985,0.7133623,0.2,0.2004911
"WLD",1985,0.7179695,0.2,0.1991581
"WLD",1985,0.7350558,0.2,0.1999615
"WLD",1985,0.7559382,0.2,0.2
"WLD",1985,0.7826911,0.2,0.1999205
"WLD",1985,0.7838409,0.2,0.2
"WLD",1985,0.8019294,0.2,0.1999697
"WLD",1985,0.8042086,0.2,0.1991341
"WLD",1985,0.8061711,0.2,0.1999558
"WLD",1985,0.8089974,0.2,0.2
"WLD",1985,0.821544,0.2,0.1997861
"WLD",1985,0.8287048,0.2,0.2
"WLD",1985,0.8333221,0.2,0.1999023
"WLD",1985,0.8423704,0.2,0.1998238
"WLD",1985,0.8645564,0.2,0.2
"WLD",1985,0.8799524,0.2,0.2
"WLD",1985,0.8833934,0.2,0.2
"WLD",1985,0.884048,0.2,0.2
"WLD",1985,0.9046576,0.2,0.2
"WLD",1985,0.906854,0.2,0.2
"WLD",1985,0.9129425,0.2,0.1999694
"WLD",1985,0.9264751,0.2,0.1999686
"WLD",1985,1.022756,0.2,0.2002804
"WLD",1985,1.027625,0.2,0.1998342
"WLD",1985,1.045107,0.2,0.2
"WLD",1985,1.061998,0.2,0.1999057
"WLD",1985,1.065359,0.2,0.2
"WLD",1985,1.099809,0.2,0.1994609
"WLD",1985,1.123446,0.2,0.2
"WLD",1985,1.159284,0.2,0.1999834
"WLD",1985,1.161106,0.2,0.1999906
"WLD",1985,1.19283,0.2,0.2
"WLD",1985,1.269822,0.2,0.2
"WLD",1985,1.330574,0.2,0.2
"WLD",1985,1.372241,0.2,0.2
"WLD",1985,1.469516,0.2,0.1995847
"WLD",1985,1.48026,0.2,0.1994871
"WLD",1985,1.480393,0.2,0.2
"WLD",1985,1.487139,0.2,0.1999041
"WLD",1985,1.491177,0.2,0.2
"WLD",1985,1.49231,0.2,0.1998884
"WLD",1985,1.511645,0.2,0.2
"WLD",1985,1.566424,0.2,0.2
"WLD",1985,1.617504,0.2,0.2
"WLD",1985,1.665928,0.2,0.1963897
"WLD",1985,1.674625,0.2,0.2
"WLD",1985,1.71667,0.2,0.1999983
"WLD",1985,1.793928,0.2,0.2
"WLD",1985,1.968616,0.2,0.1991466
"WLD",1985,1.983497,0.2,0.2
"WLD",1985,2.008877,0.2,0.2000721
"WLD",1985,2.082465,0.2,0.201188
"WLD",1985,2.112543,0.2,0.2001226
"WLD",1985,2.127216,0.2,0.2
"WLD",1985,2.133189,0.2,0.2
"WLD",1985,2.150309,0.2,0.1999842
"WLD",1985,2.159921,0.2,0.2000055
"WLD",1985,2.160351,0.2,0.2
"WLD",1985,2.168303,0.2,0.2
"WLD",1985,2.249493,0.2,0.2
"WLD",1985,2.331086,0.2,0.1999745
"WLD",1985,2.449203,0.2,0.1995501
"WLD",1985,2.527897,0.2,0.2
"WLD",1985,2.543507,0.2,0.1996293
"WLD",1985,2.544874,0.2,0.1999157
"WLD",1985,2.68138,0.2,0.2
"WLD",1985,2.703682,0.2,0.1991067
"WLD",1985,2.737387,0.2,0.2000038
"WLD",1985,2.752704,0.2,0.1999865
"WLD",1985,2.849146,0.2,0.2
"WLD",1985,2.903264,0.2,0.199854
"WLD",1985,3.015224,0.2,0.2000519
"WLD",1985,3.028729,0.2,0.1998664
"WLD",1985,3.04029,0.2,0.2
"WLD",1985,3.056367,0.2,0.1991246
"WLD",1985,3.148289,0.2,0.1996388
"WLD",1985,3.160885,0.2,0.2
"WLD",1985,3.343431,0.2,0.1993809
"WLD",1985,3.365678,0.2,0.2
"WLD",1985,3.444363,0.2,0.1998502
"WLD",1985,3.47161,0.2,0.1999975
"WLD",1985,3.505278,0.2,0.2001849
"WLD",1985,3.623171,0.2,0.1998932
"WLD",1985,3.705649,0.2,0.2
"WLD",1985,3.86549,0.2,0.2
"WLD",1985,3.897558,0.2,0.2
"WLD",1985,3.992291,0.2,0.2
"WLD",1985,4.074836,0.2,0.2
"WLD",1985,4.125886,0.2,0.1999332
"WLD",1985,4.153006,0.2,0.2
"WLD",1985,4.221495,0.2,0.1998176
"WLD",1985,4.42433,0.2,0.2001567
"WLD",1985,4.462756,0.2,0.1998661
"WLD",1985,4.724392,0.2,0.198666
"WLD",1985,4.795896,0.2,0.1998808
"WLD",1985,5.346656,0.2,0.1999977
"WLD",1985,5.419795,0.2,0.2
"WLD",1985,5.513585,0.2,0.200187
"WLD",1985,5.611786,0.2,0.2
"WLD",1985,5.644053,0.2,0.2
"WLD",1985,5.670796,0.2,0.2
"WLD",1985,6.080327,0.2,0.2
"WLD",1985,6.250163,0.2,0.200029
"WLD",1985,6.3089,0.2,0.1997142
"WLD",1985,6.640506,0.2,0.2
