"countrycode","year","threshold","coverage","goal","headcount","datatype"
"TGO",2018,4.102694,"N",0.8,0.7999769,"consumption"
"TON",2018,13.6466,"N",0.8,0.7998764,"consumption"
"TTO",2018,32.9026,"N",0.8,0.8,"income"
"TUN",2018,15.36276,"N",0.8,0.8000464,"consumption"
"TUR",2018,26.43849,"N",0.8,0.7999972,"consumption"
"TKM",2018,13.63041,"N",0.8,0.8,"consumption"
"TUV",2018,12.30609,"N",0.8,0.7965024,"consumption"
"UGA",2018,4.241251,"N",0.8,0.8002999,"consumption"
"UKR",2018,17.36551,"N",0.8,0.7999964,"consumption"
"ARE",2018,96.41764,"N",0.8,0.8,"income"
"GBR",2018,68.8734,"N",0.8,0.8000781,"income"
"USA",2018,101.33,"N",0.8,0.7999973,"income"
"URY",2018,37.74064,"N",0.8,0.8000033,"income"
"UZB",2018,5.9284,"N",0.8,0.7999764,"consumption"
"VUT",2018,6.371568,"N",0.8,0.8000807,"consumption"
"VNM",2018,14.29584,"N",0.8,0.7999849,"consumption"
"PSE",2018,14.92505,"N",0.8,0.8004718,"consumption"
"YEM",2018,3.191892,"N",0.8,0.8000432,"consumption"
"ZMB",2018,3.894398,"N",0.8,0.8000301,"consumption"
"ZWE",2018,5.542771,"N",0.8,0.7999551,"consumption"
"ALB",1981,12.04579,"N",0.9,0.8985817,"consumption"
"DZA",1981,13.38123,"N",0.9,0.9,"consumption"
"AGO",1981,10.74881,"N",0.9,0.8999043,"consumption"
"ARG",1981,41.89634,"U",0.9,0.9,"income"
"ARM",1981,17.51511,"N",0.9,0.9,"income"
"AUS",1981,61.30786,"N",0.9,0.8966794,"income"
"AUT",1981,58.58,"N",0.9,0.899932,"income"
"AZE",1981,26.04969,"N",0.9,0.8997027,"consumption"
"BGD",1981,4.349942,"N",0.9,0.9,"consumption"
"BLR",1981,10.68151,"N",0.9,0.9,"income"
"BEL",1981,45.47375,"N",0.9,0.8999945,"income"
"BLZ",1981,10.14726,"N",0.9,0.8996811,"income"
"BEN",1981,4.152547,"N",0.9,0.8999646,"consumption"
"BTN",1981,2.91064,"N",0.9,0.9000092,"consumption"
"BOL",1981,13.71701,"N",0.9,0.9000163,"income"
"BIH",1981,9.248781,"N",0.9,0.8989392,"consumption"
"BWA",1981,6.465091,"N",0.9,0.9,"consumption"
"BRA",1981,17.52836,"N",0.9,0.8999946,"income"
"BGR",1981,28.19713,"N",0.9,0.9,"consumption"
"BFA",1981,2.332747,"N",0.9,0.8998206,"consumption"
"BDI",1981,2.212,"N",0.9,0.9,"consumption"
"CPV",1981,4.556489,"N",0.9,0.8999356,"consumption"
"CMR",1981,8.07613,"N",0.9,0.8998497,"consumption"
"CAN",1981,74.46694,"N",0.9,0.8999801,"income"
"CAF",1981,3.403914,"N",0.9,0.9,"consumption"
"TCD",1981,2.667067,"N",0.9,0.8999955,"consumption"
"CHL",1981,25.92728,"N",0.9,0.8999754,"income"
"CHN",1981,1.539245,"A",0.9,0.9,"income"
"CHN",1981,1.539245,"R",0.9,0.9,"income"
"CHN",1981,2.623694,"U",0.9,0.9,"income"
"COL",1981,18.95738,"N",0.9,0.8998466,"income"
"COM",1981,14.40002,"N",0.9,0.899972,"consumption"
"COD",1981,4.104629,"N",0.9,0.8999906,"consumption"
"COG",1981,5.674017,"N",0.9,0.8998805,"consumption"
"CRI",1981,11.62268,"N",0.9,0.9,"income"
"CIV",1981,19.52987,"N",0.9,0.899333,"consumption"
"HRV",1981,30.51469,"N",0.9,0.9,"income"
"CYP",1981,22.1502,"N",0.9,0.8998992,"income"
"CZE",1981,22.45208,"N",0.9,0.8999739,"income"
"DNK",1981,57.5822,"N",0.9,0.8999726,"income"
"DJI",1981,17.08371,"N",0.9,0.8999922,"consumption"
"DOM",1981,26.34606,"N",0.9,0.9,"income"
"ECU",1981,15.05523,"N",0.9,0.9001069,"income"
"EGY",1981,6.05263,"N",0.9,0.9,"consumption"
"SLV",1981,16.37453,"N",0.9,0.9,"income"
"EST",1981,25.04844,"N",0.9,0.9,"income"
"SWZ",1981,1.730753,"N",0.9,0.9,"consumption"
"ETH",1981,3.876317,"N",0.9,0.8998323,"consumption"
"FJI",1981,13.54592,"N",0.9,0.8999725,"consumption"
"FIN",1981,39.15006,"N",0.9,0.8999665,"income"
"FRA",1981,59.1331,"N",0.9,0.8999762,"income"
"GAB",1981,16.94656,"N",0.9,0.899985,"consumption"
"GMB",1981,4.12082,"N",0.9,0.8998393,"consumption"
"GEO",1981,50.68098,"N",0.9,0.9,"consumption"
"DEU",1981,60.63271,"N",0.9,0.8999156,"income"
"GHA",1981,4.903388,"N",0.9,0.9,"consumption"
"GRC",1981,35.59363,"N",0.9,0.8998367,"income"
"GTM",1981,8.196943,"N",0.9,0.9,"income"
"GIN",1981,1.729737,"N",0.9,0.9,"consumption"
"GNB",1981,0,"N",0.9,-1,"consumption"
"GUY",1981,8.436211,"N",0.9,0.9,"income"
"HTI",1981,8.906625,"N",0.9,0.8998745,"income"
"HND",1981,8.539567,"N",0.9,0.9,"income"
"HUN",1981,28.49424,"N",0.9,0.9,"income"
"ISL",1981,50.78972,"N",0.9,0.9000622,"income"
"IND",1981,3.015196,"A",0.9,0.9,"consumption"
"IND",1981,3.015196,"R",0.9,0.9,"consumption"
"IND",1981,4.692962,"U",0.9,0.9,"consumption"
"IDN",1981,2.404282,"A",0.9,0.9,"consumption"
"IDN",1981,2.404282,"R",0.9,0.9,"consumption"
"IDN",1981,4.004392,"U",0.9,0.9,"consumption"
"IRN",1981,15.95799,"N",0.9,0.9,"consumption"
"IRQ",1981,7.590379,"N",0.9,0.9000093,"consumption"
"IRL",1981,33.08854,"N",0.9,0.899907,"income"
"ISR",1981,37.38777,"N",0.9,0.89989,"income"
"ITA",1981,43.04053,"N",0.9,0.8999463,"income"
"JAM",1981,14.66566,"N",0.9,0.9,"consumption"
"JPN",1981,42.55037,"N",0.9,0.8999838,"income"
"JOR",1981,19.99162,"N",0.9,0.9,"consumption"
"KAZ",1981,13.92149,"N",0.9,0.9,"income"
"KEN",1981,9.667955,"N",0.9,0.9,"consumption"
"KIR",1981,11.17167,"N",0.9,0.8986911,"consumption"
"KOR",1981,15.94331,"N",0.9,0.8998779,"income"
"KGZ",1981,14.00684,"N",0.9,0.8998911,"consumption"
"LAO",1981,4.313673,"N",0.9,0.8999012,"consumption"
"LVA",1981,21.86672,"N",0.9,0.9,"income"
"LBN",1981,26.71223,"N",0.9,0.9006791,"consumption"
"LSO",1981,6.761637,"N",0.9,0.9,"consumption"
"LBR",1981,13.41301,"N",0.9,0.8999958,"consumption"
"LTU",1981,12.92329,"N",0.9,0.9,"income"
"LUX",1981,56.4509,"N",0.9,0.899776,"income"
"MDG",1981,5.040386,"N",0.9,0.8999981,"consumption"
"MWI",1981,3.78309,"N",0.9,0.8999801,"consumption"
"MYS",1981,22.46156,"N",0.9,0.9,"income"
"MLI",1981,2.136816,"N",0.9,0.8995796,"consumption"
"MLT",1981,25.1479,"N",0.9,0.8999212,"income"
"MRT",1981,6.854976,"N",0.9,0.9,"consumption"
"MUS",1981,6.777322,"N",0.9,0.8998859,"consumption"
"MEX",1981,22.96155,"N",0.9,0.8999566,"consumption"
"MDA",1981,21.13266,"N",0.9,0.8999737,"consumption"
"MNG",1981,8.672724,"N",0.9,0.9,"consumption"
"MNE",1981,38.53402,"N",0.9,0.9001401,"consumption"
"MAR",1981,8.233175,"N",0.9,0.9,"consumption"
"MOZ",1981,2.936334,"N",0.9,0.8999827,"consumption"
"MMR",1981,1.587736,"N",0.9,0.9000027,"consumption"
"NAM",1981,14.62762,"N",0.9,0.9,"income"
"NPL",1981,2.448568,"N",0.9,0.9,"income"
"NLD",1981,52.95663,"N",0.9,0.8999368,"income"
"NIC",1981,14.14256,"N",0.9,0.8999272,"consumption"
"NER",1981,3.900823,"N",0.9,0.9,"consumption"
"NGA",1981,5.642474,"N",0.9,0.9,"consumption"
"MKD",1981,16.2434,"N",0.9,0.9,"consumption"
"NOR",1981,47.47562,"N",0.9,0.8999652,"income"
"PAK",1981,2.932834,"N",0.9,0.8999451,"consumption"
"PAN",1981,28.32453,"N",0.9,0.8999849,"income"
"PNG",1981,4.816417,"N",0.9,0.8998975,"consumption"
"PRY",1981,27.04888,"N",0.9,0.9002992,"income"
"PER",1981,27.9818,"N",0.9,0.8999368,"consumption"
"PHL",1981,7.869534,"N",0.9,0.9,"consumption"
"POL",1981,19.76063,"N",0.9,0.9,"income"
"PRT",1981,30.8736,"N",0.9,0.9000087,"income"
"ROU",1981,22.34667,"N",0.9,0.9,"income"
"RUS",1981,30.82257,"N",0.9,0.9,"consumption"
"RWA",1981,3.876068,"N",0.9,0.8999928,"consumption"
"SEN",1981,4.511504,"N",0.9,0.9,"consumption"
"SRB",1981,42.54731,"N",0.9,0.8999714,"consumption"
"SYC",1981,17.8708,"N",0.9,0.8999092,"consumption"
"SLE",1981,4.531506,"N",0.9,0.9,"consumption"
"SVN",1981,53.43069,"N",0.9,0.9,"income"
"ZAF",1981,20.99744,"N",0.9,0.9,"consumption"
"ESP",1981,30.95512,"N",0.9,0.8998556,"income"
"LKA",1981,5.734728,"N",0.9,0.9,"consumption"
"LCA",1981,3.577551,"N",0.9,0.9,"income"
"SDN",1981,4.638867,"N",0.9,0.9000203,"consumption"
"SUR",1981,21.26508,"N",0.9,0.8998478,"income"
"SWE",1981,45.45247,"N",0.9,0.8999386,"income"
"CHE",1981,111.7655,"N",0.9,0.8999085,"income"
"SYR",1981,11.01178,"N",0.9,0.8999944,"consumption"
"TWN",1981,27.55072,"N",0.9,0.8999647,"income"
"TJK",1981,13.74696,"N",0.9,0.9005269,"consumption"
"TZA",1981,3.233228,"N",0.9,0.8999519,"consumption"
"THA",1981,10.74949,"N",0.9,0.9,"consumption"
"TGO",1981,6.570708,"N",0.9,0.8999445,"consumption"
"TON",1981,12.40626,"N",0.9,0.8994127,"consumption"
"TTO",1981,43.03832,"N",0.9,0.9,"income"
"TUN",1981,10.28698,"N",0.9,0.9,"consumption"
"TUR",1981,13.3862,"N",0.9,0.9,"consumption"
"TKM",1981,7.581133,"N",0.9,0.9,"consumption"
"UGA",1981,4.477184,"N",0.9,0.9,"consumption"
"UKR",1981,13.51113,"N",0.9,0.8999665,"consumption"
"ARE",1981,398.72,"N",0.9,0.9,"income"
"GBR",1981,39.88929,"N",0.9,0.8998733,"income"
"USA",1981,87.78956,"N",0.9,0.8999849,"income"
"URY",1981,35.93297,"N",0.9,0.9000177,"income"
"UZB",1981,8.529725,"N",0.9,0.8999656,"consumption"
"VUT",1981,6.311186,"N",0.9,0.9001099,"consumption"
"VEN",1981,31.97204,"N",0.9,0.9,"income"
"VNM",1981,2.91414,"N",0.9,0.8998721,"consumption"
"PSE",1981,12.67249,"N",0.9,0.9000213,"consumption"
"YEM",1981,9.627297,"N",0.9,0.8998737,"consumption"
"ZMB",1981,9.091669,"N",0.9,0.8999605,"consumption"
"ZWE",1981,12.11398,"N",0.9,0.9,"consumption"
"ALB",1982,12.14166,"N",0.9,0.8985817,"consumption"
"DZA",1982,13.22076,"N",0.9,0.9,"consumption"
"AGO",1982,10.37362,"N",0.9,0.8999043,"consumption"
"ARG",1982,40.92948,"U",0.9,0.9,"income"
"ARM",1982,17.99388,"N",0.9,0.9,"income"
"AUS",1982,63.07955,"N",0.9,0.8967008,"income"
"AUT",1982,59.66375,"N",0.9,0.899932,"income"
"AZE",1982,27.23389,"N",0.9,0.8997027,"consumption"
"BGD",1982,4.103433,"N",0.9,0.9,"consumption"
"BLR",1982,11.08595,"N",0.9,0.9,"income"
"BEL",1982,46.5953,"N",0.9,0.8999945,"income"
"BLZ",1982,11.20768,"N",0.9,0.8996811,"income"
"BEN",1982,4.129073,"N",0.9,0.8999646,"consumption"
"BTN",1982,2.934058,"N",0.9,0.9000092,"consumption"
"BOL",1982,12.90191,"N",0.9,0.9000163,"income"
"BIH",1982,9.358234,"N",0.9,0.8989392,"consumption"
"BWA",1982,7.007088,"N",0.9,0.9,"consumption"
"BRA",1982,18.21915,"N",0.9,0.8999629,"income"
"BGR",1982,29.5979,"N",0.9,0.9,"consumption"
"BFA",1982,2.494006,"N",0.9,0.8998206,"consumption"
"BDI",1982,2.132122,"N",0.9,0.9,"consumption"
"CPV",1982,4.596412,"N",0.9,0.8999356,"consumption"
"CMR",1982,8.41955,"N",0.9,0.8998497,"consumption"
"CAN",1982,71.69897,"N",0.9,0.899972,"income"
"CAF",1982,3.555251,"N",0.9,0.9,"consumption"
"TCD",1982,2.746951,"N",0.9,0.8999955,"consumption"
"CHL",1982,21.79814,"N",0.9,0.8999754,"income"
"CHN",1982,1.673395,"A",0.9,0.9,"income"
"CHN",1982,1.673395,"R",0.9,0.9,"income"
"CHN",1982,2.708306,"U",0.9,0.9,"income"
"COL",1982,18.82315,"N",0.9,0.8998466,"income"
"COM",1982,14.88158,"N",0.9,0.899972,"consumption"
"COD",1982,3.98605,"N",0.9,0.8999906,"consumption"
"COG",1982,6.811136,"N",0.9,0.8998805,"consumption"
"CRI",1982,10.22483,"N",0.9,0.9,"income"
"CIV",1982,18.74012,"N",0.9,0.899333,"consumption"
"HRV",1982,30.38916,"N",0.9,0.9,"income"
"CYP",1982,24.40487,"N",0.9,0.8998992,"income"
"CZE",1982,22.09441,"N",0.9,0.8999739,"income"
"DNK",1982,58.43598,"N",0.9,0.8999726,"income"
"DJI",1982,16.81978,"N",0.9,0.8999922,"consumption"
"DOM",1982,26.87893,"N",0.9,0.9,"income"
"ECU",1982,15.13999,"N",0.9,0.9001069,"income"
"EGY",1982,6.047328,"N",0.9,0.9,"consumption"
"SLV",1982,14.64651,"N",0.9,0.9,"income"
"EST",1982,25.77741,"N",0.9,0.9,"income"
"SWZ",1982,1.691463,"N",0.9,0.9,"consumption"
"ETH",1982,3.804953,"N",0.9,0.8998323,"consumption"
"FJI",1982,12.40715,"N",0.9,0.8999725,"consumption"
"FIN",1982,40.93087,"N",0.9,0.8999665,"income"
"FRA",1982,59.32341,"N",0.9,0.8999796,"income"
"GAB",1982,16.00818,"N",0.9,0.899985,"consumption"
"GMB",1982,3.965484,"N",0.9,0.8998393,"consumption"
"GEO",1982,51.25954,"N",0.9,0.9,"consumption"
"DEU",1982,60.07998,"N",0.9,0.8999156,"income"
"GHA",1982,4.435487,"N",0.9,0.9,"consumption"
"GRC",1982,36.57394,"N",0.9,0.8998367,"income"
"GTM",1982,7.755106,"N",0.9,0.9,"income"
"GIN",1982,1.723652,"N",0.9,0.9,"consumption"
"GNB",1982,0,"N",0.9,-1,"consumption"
"GUY",1982,7.328019,"N",0.9,0.9,"income"
"HTI",1982,8.390318,"N",0.9,0.8998745,"income"
"HND",1982,8.110669,"N",0.9,0.9,"income"
"HUN",1982,29.53791,"N",0.9,0.9,"income"
"ISL",1982,51.19515,"N",0.9,0.9000622,"income"
"IND",1982,3.00302,"A",0.9,0.9,"consumption"
"IND",1982,3.00302,"R",0.9,0.9,"consumption"
"IND",1982,4.655867,"U",0.9,0.9,"consumption"
"IDN",1982,2.428334,"A",0.9,0.9,"consumption"
"IDN",1982,2.428334,"R",0.9,0.9,"consumption"
"IDN",1982,4.044451,"U",0.9,0.9,"consumption"
"IRN",1982,15.77292,"N",0.9,0.9,"consumption"
"IRQ",1982,7.639775,"N",0.9,0.9000093,"consumption"
"IRL",1982,30.46384,"N",0.9,0.899907,"income"
"ISR",1982,39.69609,"N",0.9,0.8999032,"income"
"ITA",1982,43.42903,"N",0.9,0.8999463,"income"
"JAM",1982,14.7203,"N",0.9,0.9,"consumption"
"JPN",1982,44.22905,"N",0.9,0.8999838,"income"
"JOR",1982,21.44822,"N",0.9,0.9,"consumption"
"KAZ",1982,13.5814,"N",0.9,0.9,"income"
"KEN",1982,9.44153,"N",0.9,0.9,"consumption"
"KIR",1982,11.78206,"N",0.9,0.8986911,"consumption"
"KOR",1982,16.85793,"N",0.9,0.8998779,"income"
"KGZ",1982,13.85456,"N",0.9,0.8998911,"consumption"
"LAO",1982,4.517469,"N",0.9,0.8999012,"consumption"
"LVA",1982,22.21028,"N",0.9,0.9,"income"
"LBN",1982,16.58121,"N",0.9,0.9006791,"consumption"
"LSO",1982,6.875544,"N",0.9,0.9,"consumption"
"LBR",1982,12.60752,"N",0.9,0.8999958,"consumption"
"LTU",1982,13.37681,"N",0.9,0.9,"income"
"LUX",1982,56.62683,"N",0.9,0.899776,"income"
"MDG",1982,4.752817,"N",0.9,0.8999963,"consumption"
"MWI",1982,3.787083,"N",0.9,0.8999801,"consumption"
"MYS",1982,22.65995,"N",0.9,0.9,"income"
"MLI",1982,1.937917,"N",0.9,0.8995796,"consumption"
"MLT",1982,25.17653,"N",0.9,0.8999212,"income"
"MRT",1982,6.501321,"N",0.9,0.9,"consumption"
"MUS",1982,7.063007,"N",0.9,0.8998859,"consumption"
"MEX",1982,21.87349,"N",0.9,0.8999566,"consumption"
"MDA",1982,22.21241,"N",0.9,0.8999737,"consumption"
"MNG",1982,9.16232,"N",0.9,0.9,"consumption"
"MNE",1982,39.31504,"N",0.9,0.9001401,"consumption"
"MAR",1982,8.582599,"N",0.9,0.9,"consumption"
"MOZ",1982,2.671665,"N",0.9,0.8999827,"consumption"
"MMR",1982,1.641153,"N",0.9,0.9000027,"consumption"
"NAM",1982,14.25083,"N",0.9,0.9,"income"
"NPL",1982,2.482595,"N",0.9,0.9,"income"
"NLD",1982,51.95217,"N",0.9,0.8999368,"income"
"NIC",1982,11.98522,"N",0.9,0.8999272,"consumption"
"NER",1982,3.851767,"N",0.9,0.9,"consumption"
"NGA",1982,5.123642,"N",0.9,0.9,"consumption"
"MKD",1982,16.3086,"N",0.9,0.9,"consumption"
"NOR",1982,48.0079,"N",0.9,0.8999508,"income"
"PAK",1982,3.021535,"N",0.9,0.8999451,"consumption"
"PAN",1982,24.77874,"N",0.9,0.8999773,"income"
"PNG",1982,4.704671,"N",0.9,0.8998975,"consumption"
"PRY",1982,27.81236,"N",0.9,0.9002992,"income"
"PER",1982,26.65284,"N",0.9,0.8999368,"consumption"
"PHL",1982,7.921857,"N",0.9,0.9,"consumption"
"POL",1982,19.40597,"N",0.9,0.9,"income"
"PRT",1982,31.39005,"N",0.9,0.9000087,"income"
"ROU",1982,23.12211,"N",0.9,0.9,"income"
"RUS",1982,30.80702,"N",0.9,0.9,"consumption"
"RWA",1982,3.820382,"N",0.9,0.8999928,"consumption"
"WSM",1982,12.6027,"N",0.9,0.8997986,"consumption"
"SEN",1982,4.725968,"N",0.9,0.9,"consumption"
"SRB",1982,42.78186,"N",0.9,0.8999714,"consumption"
"SYC",1982,17.56736,"N",0.9,0.8999092,"consumption"
"SLE",1982,4.646172,"N",0.9,0.9,"consumption"
"SVN",1982,52.42536,"N",0.9,0.9,"income"
"ZAF",1982,20.3499,"N",0.9,0.9,"consumption"
"ESP",1982,30.78217,"N",0.9,0.8998902,"income"
"LKA",1982,5.856495,"N",0.9,0.9,"consumption"
"LCA",1982,3.60516,"N",0.9,0.9,"income"
"SDN",1982,4.749242,"N",0.9,0.9000203,"consumption"
"SUR",1982,20.32809,"N",0.9,0.8998478,"income"
"SWE",1982,45.68584,"N",0.9,0.8999474,"income"
"CHE",1982,111.3945,"N",0.9,0.8999085,"income"
"SYR",1982,10.85213,"N",0.9,0.8999944,"consumption"
"TWN",1982,28.28982,"N",0.9,0.8999665,"income"
"TJK",1982,13.44532,"N",0.9,0.9005269,"consumption"
"TZA",1982,3.182646,"N",0.9,0.8999519,"consumption"
"THA",1982,10.75557,"N",0.9,0.9,"consumption"
"TGO",1982,6.110831,"N",0.9,0.8999445,"consumption"
"TON",1982,12.96228,"N",0.9,0.8994127,"consumption"
"TTO",1982,43.95405,"N",0.9,0.9,"income"
"TUN",1982,10.24533,"N",0.9,0.9,"consumption"
"TUR",1982,13.55083,"N",0.9,0.9,"consumption"
"TKM",1982,7.476523,"N",0.9,0.9,"consumption"
"UGA",1982,4.716233,"N",0.9,0.9,"consumption"
"UKR",1982,13.88282,"N",0.9,0.8999665,"consumption"
"ARE",1982,350.1534,"N",0.9,0.9,"income"
"GBR",1982,40.13292,"N",0.9,0.8998975,"income"
"USA",1982,88.22951,"N",0.9,0.8999854,"income"
"URY",1982,32.24643,"N",0.9,0.9000177,"income"
"UZB",1982,8.606895,"N",0.9,0.8999656,"consumption"
"VUT",1982,6.822238,"N",0.9,0.9001099,"consumption"
"VEN",1982,32.14642,"N",0.9,0.9,"income"
"VNM",1982,3.08162,"N",0.9,0.8998721,"consumption"
"PSE",1982,13.40171,"N",0.9,0.9000213,"consumption"
"YEM",1982,9.516757,"N",0.9,0.8998737,"consumption"
"ZMB",1982,8.539101,"N",0.9,0.8999605,"consumption"
"ZWE",1982,11.99151,"N",0.9,0.9,"consumption"
"ALB",1983,12.0182,"N",0.9,0.8985817,"consumption"
"DZA",1983,13.63384,"N",0.9,0.9,"consumption"
"AGO",1983,10.43051,"N",0.9,0.8999043,"consumption"
"ARG",1983,42.0272,"U",0.9,0.9,"income"
"ARM",1983,18.09522,"N",0.9,0.9,"income"
"AUS",1983,64.38323,"N",0.9,0.8967222,"income"
"AUT",1983,63.00776,"N",0.9,0.899932,"income"
"AZE",1983,27.85379,"N",0.9,0.8997027,"consumption"
"BGD",1983,4.102914,"N",0.9,0.9,"consumption"
"BLR",1983,11.57487,"N",0.9,0.9,"income"
"BEL",1983,46.52901,"N",0.9,0.8999945,"income"
"BLZ",1983,10.06126,"N",0.9,0.8996811,"income"
"BEN",1983,3.839825,"N",0.9,0.8999646,"consumption"
"BTN",1983,3.185072,"N",0.9,0.9000092,"consumption"
"BOL",1983,12.0647,"N",0.9,0.9000163,"income"
"BIH",1983,9.262903,"N",0.9,0.8989392,"consumption"
"BWA",1983,7.663612,"N",0.9,0.9,"consumption"
"BRA",1983,15.58202,"N",0.9,0.8999886,"income"
"BGR",1983,30.20547,"N",0.9,0.9,"consumption"
"BFA",1983,2.440367,"N",0.9,0.8998206,"consumption"
"BDI",1983,2.153413,"N",0.9,0.9,"consumption"
"CPV",1983,4.933824,"N",0.9,0.8999356,"consumption"
"CMR",1983,8.722082,"N",0.9,0.8998497,"consumption"
"CAN",1983,72.76602,"N",0.9,0.8999639,"income"
"CAF",1983,3.167347,"N",0.9,0.9,"consumption"
"TCD",1983,3.102569,"N",0.9,0.8999955,"consumption"
"CHL",1983,20.26552,"N",0.9,0.8999754,"income"
"CHN",1983,1.854724,"A",0.9,0.9,"income"
"CHN",1983,1.854724,"R",0.9,0.9,"income"
"CHN",1983,2.822675,"U",0.9,0.9,"income"
"COL",1983,18.50485,"N",0.9,0.8998466,"income"
"COM",1983,15.17441,"N",0.9,0.899972,"consumption"
"COD",1983,3.944613,"N",0.9,0.8999906,"consumption"
"COG",1983,7.00339,"N",0.9,0.8998805,"consumption"
"CRI",1983,10.50724,"N",0.9,0.9,"income"
"CIV",1983,17.26099,"N",0.9,0.899333,"consumption"
"HRV",1983,29.78034,"N",0.9,0.9,"income"
"CYP",1983,25.96371,"N",0.9,0.8998992,"income"
"CZE",1983,22.4451,"N",0.9,0.8999739,"income"
"DNK",1983,59.59453,"N",0.9,0.8999726,"income"
"DJI",1983,16.38788,"N",0.9,0.8999922,"consumption"
"DOM",1983,27.02273,"N",0.9,0.9,"income"
"ECU",1983,14.21226,"N",0.9,0.9001069,"income"
"EGY",1983,6.386984,"N",0.9,0.9,"consumption"
"SLV",1983,14.62313,"N",0.9,0.9,"income"
"EST",1983,26.47686,"N",0.9,0.9,"income"
"SWZ",1983,1.653252,"N",0.9,0.9,"consumption"
"ETH",1983,3.994403,"N",0.9,0.8998323,"consumption"
"FJI",1983,11.61654,"N",0.9,0.8999725,"consumption"
"FIN",1983,41.95252,"N",0.9,0.8999665,"income"
"FRA",1983,59.34353,"N",0.9,0.8999831,"income"
"GAB",1983,16.47189,"N",0.9,0.899985,"consumption"
"GMB",1983,4.258363,"N",0.9,0.8998393,"consumption"
"GEO",1983,52.99685,"N",0.9,0.9,"consumption"
"DEU",1983,61.08511,"N",0.9,0.8999156,"income"
"GHA",1983,4.107568,"N",0.9,0.9,"consumption"
"GRC",1983,37.12429,"N",0.9,0.8998367,"income"
"GTM",1983,7.458535,"N",0.9,0.9,"income"
"GIN",1983,1.70996,"N",0.9,0.9,"consumption"
"GNB",1983,0,"N",0.9,-1,"consumption"
"GUY",1983,6.850422,"N",0.9,0.9,"income"
"HTI",1983,8.268699,"N",0.9,0.8998745,"income"
"HND",1983,7.939121,"N",0.9,0.9,"income"
"HUN",1983,29.27791,"N",0.9,0.9,"income"
"ISL",1983,49.43497,"N",0.9,0.9000622,"income"
"IND",1983,3.192393,"A",0.9,0.9,"consumption"
"IND",1983,3.192393,"R",0.9,0.9,"consumption"
"IND",1983,4.841081,"U",0.9,0.9,"consumption"
"IDN",1983,2.552244,"A",0.9,0.9,"consumption"
"IDN",1983,2.552244,"R",0.9,0.9,"consumption"
"IDN",1983,4.250826,"U",0.9,0.9,"consumption"
"IRN",1983,16.23568,"N",0.9,0.9,"consumption"
"IRQ",1983,6.469242,"N",0.9,0.9000093,"consumption"
"IRL",1983,30.50631,"N",0.9,0.899907,"income"
"ISR",1983,42.37898,"N",0.9,0.8999163,"income"
"ITA",1983,43.33542,"N",0.9,0.8999463,"income"
"JAM",1983,14.75251,"N",0.9,0.9,"consumption"
"JPN",1983,45.41278,"N",0.9,0.8999838,"income"
"JOR",1983,21.1445,"N",0.9,0.9,"consumption"
"KAZ",1983,14.07706,"N",0.9,0.9,"income"
"KEN",1983,9.20423,"N",0.9,0.9,"consumption"
"KIR",1983,11.52763,"N",0.9,0.8986911,"consumption"
"KOR",1983,18.11501,"N",0.9,0.8998779,"income"
"KGZ",1983,14.49652,"N",0.9,0.8998911,"consumption"
"LAO",1983,4.616279,"N",0.9,0.8999012,"consumption"
"LVA",1983,22.5024,"N",0.9,0.9,"income"
"LBN",1983,19.97666,"N",0.9,0.9006791,"consumption"
"LSO",1983,6.831767,"N",0.9,0.9,"consumption"
"LBR",1983,11.95043,"N",0.9,0.8999958,"consumption"
"LTU",1983,13.43964,"N",0.9,0.9,"income"
"LUX",1983,56.89053,"N",0.9,0.899776,"income"
"MDG",1983,4.635688,"N",0.9,0.8999944,"consumption"
"MWI",1983,3.827681,"N",0.9,0.8999801,"consumption"
"MYS",1983,22.83226,"N",0.9,0.9,"income"
"MLI",1983,1.932277,"N",0.9,0.8995796,"consumption"
"MLT",1983,24.67214,"N",0.9,0.8999212,"income"
"MRT",1983,6.550844,"N",0.9,0.9,"consumption"
"MUS",1983,7.025208,"N",0.9,0.8998859,"consumption"
"MEX",1983,20.23139,"N",0.9,0.8999566,"consumption"
"MDA",1983,22.99151,"N",0.9,0.8999737,"consumption"
"MNG",1983,9.454917,"N",0.9,0.9,"consumption"
"MNE",1983,38.40007,"N",0.9,0.9001401,"consumption"
"MAR",1983,9.097719,"N",0.9,0.9,"consumption"
"MOZ",1983,2.206963,"N",0.9,0.8999827,"consumption"
"MMR",1983,1.677653,"N",0.9,0.9000027,"consumption"
"NAM",1983,13.66299,"N",0.9,0.9,"income"
"NPL",1983,2.353148,"N",0.9,0.9,"income"
"NLD",1983,52.40718,"N",0.9,0.8999368,"income"
"NIC",1983,11.01066,"N",0.9,0.8999272,"consumption"
"NER",1983,3.564745,"N",0.9,0.9,"consumption"
"NGA",1983,4.449722,"N",0.9,0.9,"consumption"
"MKD",1983,15.90107,"N",0.9,0.9,"consumption"
"NOR",1983,49.18186,"N",0.9,0.8999365,"income"
"PAK",1983,3.119619,"N",0.9,0.8999451,"consumption"
"PAN",1983,26.40723,"N",0.9,0.8999697,"income"
"PNG",1983,4.727098,"N",0.9,0.8998975,"consumption"
"PRY",1983,26.77758,"N",0.9,0.9002992,"income"
